srcip,src_port,dstip,dst_port,protocol_type,flag,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,sload,dload,spkts,dpkts,swin,dwin,stcpb,dtcpb,smean,dmean,trans_depth,response_body_len,sjit,djit,timestamp,Ltime,sinpkt,dinpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,attack_cat,label,is_attack,attack_subcat,rate,hour,day_part,duration_from_times,id
,,,,tcp,FIN,0.711103,574,268,254,252,2,1,-,5816.315918,2520.028564,10,6,255,255,1166707839,2814776507,57,45,0,0,3949.143522,176.598109,,,73.849222,108.492398,0.241467,0.168636,0.072831,0,1,0.0,0.0,0.0,4,4,1,1,1,1,4,Normal,0,,,21.09399,,,,77950.0
,,,,tcp,FIN,0.257742,708,268,254,252,2,1,-,19802.75,6952.689453,10,6,255,255,2952781251,1392826895,71,45,0,0,1519.920792,68.044336,,,27.381556,40.887,0.104144,0.05329,0.050854,0,1,0.0,0.0,0.0,1,1,1,1,1,1,1,Shellcode,1,,,58.197735,,,,58891.0
,,,,tcp,FIN,0.002789,320,1826,31,29,1,2,ftp-data,765865.875,4583721.5,6,8,255,255,610860597,2759989889,53,228,0,0,27.364056,0.531911,,,0.4952,0.325143,0.000637,0.000511,0.000126,0,0,0.0,0.0,0.0,3,3,5,6,1,1,5,Normal,0,,,4661.168795,,,,7245.0
,,,,udp,INT,1.1e-05,114,0,254,0,0,0,dns,41454544.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,,,0.011,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,18,18,7,7,7,3,7,Generic,1,,,90909.0902,,,,58660.0
175.45.176.1,1043.0,149.171.126.18,53.0,udp,INT,3e-06,114,0,254,0,0,0,dns,152000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424239478.0,1424239478.0,0.003,0.0,0.0,0.0,0.0,0,2,,,0.0,44,44,45,44,44,24,44,Generic,1,1.0,IXIA,37987337.554148614,6.0,night,0.0,
,,,,tcp,FIN,1.006916,1684,10168,31,29,3,5,http,12426.06055,76304.27344,14,18,255,255,2306880600,2307886530,120,565,1,3924,8765.811198,7676.072366,,,77.428998,59.198765,0.000668,0.000534,0.000134,0,0,4.0,0.0,0.0,5,3,2,6,2,2,2,Normal,0,,,30.787075,,,,25331.0
175.45.176.0,1043.0,149.171.126.10,53.0,udp,INT,9e-06,114,0,254,0,0,0,dns,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424261687.0,1424261687.0,0.009,0.0,0.0,0.0,0.0,0,2,,,0.0,33,33,19,18,17,17,34,Generic,1,1.0,IXIA,12665259.415620485,12.0,morning,0.0,
,,,,tcp,FIN,0.018389,1540,1644,31,29,4,4,-,628201.625,675621.3125,16,18,255,255,2867748516,723539481,96,91,0,0,73.536195,2.048929,,,1.205467,1.054353,0.000587,0.000462,0.000125,0,0,0.0,0.0,0.0,7,15,14,7,5,1,5,Normal,0,,,1794.551127,,,,29954.0
,,,,udp,INT,7e-06,114,0,254,0,0,0,dns,65142856.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,,,0.007,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,18,18,7,7,7,4,7,Generic,1,,,142857.1409,,,,61024.0
,,,,tcp,FIN,0.435179,1300,2752,62,252,3,3,http,21912.82227,45535.28516,12,10,255,255,1686631101,3440782142,108,275,1,401,1888.687767,56.951555,,,39.561728,40.891445,0.062651,0.025382,0.037269,0,1,1.0,0.0,0.0,1,1,1,3,1,1,1,Exploits,1,,,48.256006,,,,103608.0
,,,,tcp,FIN,1.08461,1238,848,254,252,3,2,-,8371.672852,5635.205566,12,10,255,255,3609781762,1450433655,103,85,0,0,5943.981578,156.925328,,,95.561182,111.960664,0.162819,0.076956,0.085863,0,1,0.0,0.0,0.0,5,3,2,2,2,2,3,Fuzzers,1,,,19.361799,,,,66980.0
,,,,udp,CON,0.001053,130,162,31,29,0,0,dns,493827.1563,615384.625,2,2,0,0,0,0,65,81,0,0,0.0,0.0,,,0.011,0.008,0.0,0.0,0.0,0,0,0.0,0.0,0.0,5,2,2,7,3,1,1,Normal,0,,,2849.002888,,,,27589.0
,,,,udp,INT,1e-05,104,0,254,0,0,0,-,41600000.0,0.0,2,0,0,0,0,0,52,0,0,0,0.0,0.0,,,0.01,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,7,4,2,3,2,1,2,Fuzzers,1,,,100000.0025,,,,63680.0
,,,,udp,INT,3e-06,114,0,254,0,0,0,dns,152000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,,,0.003,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,18,18,18,18,18,18,18,Generic,1,,,333333.3215,,,,15713.0
,,,,tcp,FIN,0.642339,588,268,254,252,2,1,-,6600.875977,2789.804199,10,6,255,255,1134409256,2126340032,59,45,0,0,3584.847869,174.817797,,,69.699,110.627,0.179964,0.089195,0.090769,0,1,0.0,0.0,0.0,5,5,2,2,1,1,5,Normal,0,,,23.352155,,,,105244.0
,,,,udp,INT,1e-06,114,0,254,0,0,0,dns,456000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,,,0.001,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,28,28,11,11,11,11,28,Generic,1,,,1000000.003,,,,146831.0
,,,,tcp,FIN,1.707629,135649,870,254,252,53,1,-,629823.0,3874.37793,112,20,255,255,1915967693,731314436,1211,44,0,0,1588.483297,123.221219,,,15.015909,87.143211,0.152724,0.051904,0.10082,0,1,0.0,0.0,0.0,2,2,1,1,1,1,2,Normal,0,,,76.714557,,,,81991.0
,,,,udp,INT,1e-05,114,0,254,0,0,0,dns,45600000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,,,0.01,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,4,4,5,5,4,4,5,Generic,1,,,100000.0025,,,,63129.0
149.171.126.18,47439.0,175.45.176.1,53.0,udp,INT,7e-06,264,0,60,0,0,0,dns,150857136.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424237486.0,1424237486.0,0.007,0.0,0.0,0.0,0.0,0,0,,,0.0,5,5,5,5,5,3,5,unknown,0,0.0,unknown,37708898.72875304,5.0,night,0.0,
,,,,unas,INT,1e-05,200,0,254,0,0,0,-,80000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,,,0.01,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,3,3,2,2,2,2,3,Exploits,1,,,100000.0025,,,,55555.0
,,,,tcp,FIN,1.231907,9726,354,254,252,5,1,-,59218.75391,2013.138916,16,8,255,255,2961025897,3616275447,608,44,0,0,5557.502292,280.290031,,,78.697267,166.661281,0.172033,0.065277,0.106756,0,1,0.0,0.0,0.0,2,1,1,2,1,1,1,Fuzzers,1,,,18.67024,,,,130281.0
,,,,tcp,FIN,0.586024,2516,268,254,252,2,1,-,30920.23633,3057.895264,10,6,255,255,2751896973,1061140502,252,45,0,0,3161.103735,128.605547,,,60.250333,92.797602,0.191576,0.122027,0.069549,0,1,0.0,0.0,0.0,4,4,2,2,1,1,4,Normal,0,,,25.596222,,,,46146.0
,,,,udp,CON,0.004648,568,304,31,29,0,0,-,733218.5625,392426.8438,4,4,0,0,0,0,142,76,0,0,1.735712,1.49341,,,1.232333,1.063,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,10,3,5,2,1,3,Normal,0,,,1506.024096,,,,16637.0
,,,,udp,CON,0.005501,568,312,31,29,0,0,-,619523.6875,340301.75,4,4,0,0,0,0,142,78,0,0,2.088087,1.494353,,,1.482,1.060667,0.0,0.0,0.0,0,0,0.0,0.0,0.0,11,11,3,2,1,1,2,Normal,0,,,1272.495861,,,,5325.0
,,,,tcp,FIN,0.067839,2958,33044,31,29,7,18,-,341632.4063,3818924.5,48,50,255,255,3384564147,3466536668,62,661,0,0,80.473502,78.966139,,,1.436681,1.372408,0.000726,0.000588,0.000138,0,0,0.0,0.0,0.0,7,8,3,7,1,1,1,Normal,0,,,1429.856053,,,,26571.0
,,,,sctp,CON,0.493444,632,496,254,60,0,0,-,7684.762695,4020.719727,4,2,0,0,0,0,158,248,0,0,232.599719,0.0,,,164.481328,0.01,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,1,3,2,1,1,1,DoS,1,,,10.132862,,,,10755.0
,,,,tcp,FIN,0.01358,1540,1644,31,29,4,4,-,850662.75,914874.8125,16,18,255,255,2982553919,843497686,96,91,0,0,61.632801,1.414576,,,0.884667,0.772294,0.00056,0.000446,0.000114,0,0,0.0,0.0,0.0,15,9,12,18,14,1,8,Normal,0,,,2430.044178,,,,2040.0
,,,,tcp,FIN,0.915074,1536,556,254,252,8,4,-,12589.14551,4379.973633,16,10,255,255,1258417146,1861326755,96,56,0,0,937514.5145,35567.552,,,7467.561188,11947.929,0.108932,0.065087,0.043845,0,1,0.0,0.0,0.0,5,5,1,1,1,1,5,Fuzzers,1,,,27.320195,,,,1485.0
,,,,udp,INT,1e-06,114,0,254,0,0,0,dns,456000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,,,0.001,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,29,29,19,19,19,10,29,Generic,1,,,1000000.003,,,,117478.0
,,,,tcp,FIN,0.529456,2676,268,254,252,2,1,-,36399.625,3384.605957,10,6,255,255,4283086533,2897502526,268,45,0,0,2999.84028,124.202391,,,54.050111,80.584398,0.200325,0.126526,0.073799,0,1,0.0,0.0,0.0,3,3,1,1,1,1,3,Fuzzers,1,,,28.330965,,,,126681.0
,,,,udp,INT,5e-06,114,0,254,0,0,0,dns,91200000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,,,0.005,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,32,32,31,31,31,16,32,Generic,1,,,200000.0051,,,,158778.0
,,,,udp,INT,3e-06,78,0,254,0,0,0,-,104000000.0,0.0,2,0,0,0,0,0,39,0,0,0,0.0,0.0,,,0.003,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,5,6,3,3,3,1,5,Normal,0,,,333333.3215,,,,43574.0
,,,,udp,INT,9e-06,114,0,254,0,0,0,dns,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,,,0.009,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,50,50,50,50,50,28,50,Generic,1,,,111111.1072,,,,127446.0
,,,,tcp,FIN,1.665025,22604,1746,62,252,14,8,smtp,105415.8359,8009.489258,34,22,255,255,2515290464,3988974791,665,79,0,0,3603.459295,114.541359,,,50.455303,75.356859,0.146469,0.070233,0.076236,0,1,0.0,0.0,0.0,1,1,3,20,1,1,3,Exploits,1,,,33.032537,,,,102109.0
,,,,udp,CON,0.00105,146,178,31,29,0,0,dns,556190.5,678095.25,2,2,0,0,0,0,73,89,0,0,0.0,0.0,,,0.009,0.007,0.0,0.0,0.0,0,0,0.0,0.0,0.0,3,3,1,2,1,1,1,Normal,0,,,2857.142959,,,,27618.0
,,,,udp,INT,1.7e-05,248,0,254,0,0,0,-,58352940.0,0.0,2,0,0,0,0,0,124,0,0,0,0.0,0.0,,,0.017,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,1,1,1,1,1,1,1,Shellcode,1,,,58823.52838,,,,66346.0
,,,,tcp,FIN,0.520738,566,268,254,252,2,1,http,7835.03418,3441.269775,10,6,255,255,3864318248,3035589982,57,45,0,0,2908.068961,137.939422,,,55.805,90.152398,0.147493,0.069965,0.077528,0,1,0.0,0.0,0.0,1,1,2,1,1,1,1,Fuzzers,1,,,28.805272,,,,59571.0
,,,,tcp,FIN,0.034584,2302,34406,31,29,5,15,-,514920.1875,7769373.0,30,42,255,255,3427978398,1286237280,77,819,0,0,66.93491,58.604128,,,1.181793,0.831878,0.000596,0.000472,0.000124,0,0,0.0,0.0,0.0,12,7,2,6,2,1,4,Normal,0,,,2052.972431,,,,3299.0
149.171.126.18,47439.0,175.45.176.3,53.0,udp,INT,7e-06,264,0,60,0,0,0,dns,150857136.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424231976.0,1424231976.0,0.007,0.0,0.0,0.0,0.0,0,0,,,0.0,50,50,31,31,31,16,50,unknown,0,0.0,unknown,37708898.72875304,3.0,night,0.0,
59.166.0.4,42891.0,149.171.126.9,8156.0,udp,CON,0.001726,528,304,31,29,0,0,-,1835457.75,1056778.625,4,4,0,0,0,0,132,76,0,0,0.632389,0.292513,1424234299.0,1424234299.0,0.451667,0.213333,0.0,0.0,0.0,0,0,,,0.0,7,4,6,4,1,1,3,unknown,0,0.0,unknown,482039.1181696882,4.0,night,0.0,
,,,,udp,INT,4e-06,114,0,254,0,0,0,dns,114000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,,,0.004,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,13,13,4,4,4,3,4,Generic,1,,,250000.0006,,,,49611.0
,,,,udp,INT,9e-06,114,0,254,0,0,0,dns,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,,,0.009,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,17,17,17,17,17,17,17,Generic,1,,,111111.1072,,,,158203.0
,,,,udp,INT,9e-06,114,0,254,0,0,0,dns,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,,,0.009,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,14,14,9,9,9,9,14,Generic,1,,,111111.1072,,,,118945.0
175.45.176.0,0.0,149.171.126.17,0.0,leaf-2,INT,1e-06,200,0,254,0,0,0,-,800000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424251587.0,1424251587.0,0.001,0.0,0.0,0.0,0.0,0,2,,,0.0,4,4,3,3,2,2,6,DoS,1,1.0,HTTP,199800199.8001998,9.0,morning,0.0,
,,,,tcp,FIN,0.019159,2958,33044,31,29,7,18,-,1209666.5,13522209.0,48,50,255,255,1413414397,3583090357,62,661,0,0,21.513495,21.125079,,,0.400574,0.380673,0.000631,0.000503,0.000128,0,0,0.0,0.0,0.0,6,6,3,4,1,1,3,Normal,0,,,5062.894626,,,,20159.0
,,,,xnet,INT,1e-06,180,0,254,0,0,0,-,720000000.0,0.0,2,0,0,0,0,0,90,0,0,0,0.0,0.0,,,0.001,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,10,10,9,9,9,9,10,DoS,1,,,1000000.003,,,,50820.0
,,,,tcp,FIN,1.221146,1684,10168,31,29,3,5,http,10246.11328,62917.94922,14,18,255,255,480516499,481496186,120,565,1,3924,9894.807953,8661.298338,,,93.907233,71.800059,0.000662,0.000542,0.00012,0,0,1.0,0.0,0.0,1,5,3,1,1,1,1,Normal,0,,,25.38599,,,,36912.0
,,,,udp,INT,9e-06,114,0,254,0,0,0,dns,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,,,0.009,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,24,24,17,18,17,17,24,Generic,1,,,111111.1072,,,,127265.0
175.45.176.0,0.0,149.171.126.13,0.0,unas,INT,6e-06,200,0,254,0,0,0,-,133333328.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223282.0,1424223282.0,0.006,0.0,0.0,0.0,0.0,0,2,,,0.0,7,7,4,21,4,4,7,DoS,1,1.0,NetBIOS/SMB,33327778.70354941,1.0,night,0.0,
,,,,udp,INT,1.9e-05,168,0,254,0,0,0,-,35368424.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,,,0.019,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,1,1,1,1,1,1,1,Reconnaissance,1,,,52631.58129,,,,67346.0
,,,,udp,INT,3e-06,78,0,254,0,0,0,-,104000000.0,0.0,2,0,0,0,0,0,39,0,0,0,0.0,0.0,,,0.003,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,12,12,3,4,2,1,12,Normal,0,,,333333.3215,,,,73284.0
149.171.126.18,47439.0,175.45.176.3,53.0,udp,INT,4e-06,264,0,60,0,0,0,dns,264000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424231952.0,1424231952.0,0.004,0.0,0.0,0.0,0.0,0,0,,,0.0,21,21,15,15,15,7,21,unknown,0,0.0,unknown,65983504.12396902,3.0,night,0.0,
,,,,udp,INT,3e-06,114,0,254,0,0,0,dns,152000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,,,0.003,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,19,19,10,9,9,9,19,Generic,1,,,333333.3215,,,,147636.0
,,,,tcp,FIN,3.181984,19733,2062,254,252,14,8,smtp,48153.60547,4970.483887,34,24,255,255,2232800940,3918006743,580,86,0,0,6426.606224,191.803969,,,96.421424,134.660094,0.157771,0.084793,0.072978,0,1,0.0,0.0,0.0,1,1,1,3,1,1,1,DoS,1,,,17.913352,,,,93388.0
,,,,tcp,FIN,1.086496,968,354,254,252,2,1,http,6420.640137,2282.567139,10,8,255,255,3373977701,3634662934,97,44,1,0,7396.134935,233.085734,,,117.653889,148.811,0.081708,0.044808,0.0369,0,1,1.0,0.0,0.0,1,1,1,4,1,1,1,Exploits,1,,,15.646629,,,,60747.0
175.45.176.0,47439.0,149.171.126.10,53.0,udp,INT,5e-06,114,0,254,0,0,0,dns,91200000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424260107.0,1424260107.0,0.005,0.0,0.0,0.0,0.0,0,2,,,0.0,25,25,21,21,21,9,25,Generic,1,1.0,IXIA,22795440.911817636,11.0,morning,0.0,
59.166.0.2,12161.0,149.171.126.2,42133.0,tcp,FIN,0.021893,3614,43086,31,29,7,24,-,1298679.875,15490613.0,60,62,255,255,2612273800,2612583219,60,695,0,0,20.653053,20.101768,1421952427.0,1421952427.0,0.365881,0.348557,0.000774,0.00062,0.000154,0,0,0.0,0.0,0.0,7,5,7,4,1,1,1,unknown,0,0.0,unknown,2133101.807285351,18.0,afternoon,0.0,
,,,,ospf,INT,5.052801,2688,0,254,0,0,0,-,4154.527344,0.0,42,0,0,0,0,0,64,0,0,0,140.325453,0.0,,,123.239047,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,1,1,1,1,1,1,1,Backdoor,1,,,8.114311,,,,97274.0
,,,,udp,INT,8e-06,168,0,254,0,0,0,-,84000000.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,,,0.008,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,2,2,1,2,1,1,1,Reconnaissance,1,,,125000.0003,,,,113032.0
,,,,udp,INT,9e-06,114,0,254,0,0,0,dns,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,,,0.009,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,23,23,23,24,23,11,23,Generic,1,,,111111.1072,,,,138039.0
,,,,unas,INT,3e-06,200,0,254,0,0,0,-,266666656.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,,,0.003,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,7,7,4,5,3,3,10,DoS,1,,,333333.3215,,,,88181.0
,,,,tcp,CON,0.273386,978,86,62,252,2,1,-,23849.0625,1258.294067,6,2,255,255,786780153,614433632,163,43,0,0,3250.052723,0.0,,,54.6772,0.002,0.224615,0.169126,0.055489,0,3,0.0,0.0,0.0,6,6,2,2,2,1,6,Normal,0,,,25.604822,,,,75895.0
175.45.176.3,0.0,149.171.126.18,0.0,ospf,INT,44.300476,12832,0,254,0,0,0,-,2234.55835,0.0,28,0,0,0,0,0,458,0,0,0,1908.435625,0.0,1424231161.0,1424231205.0,1640.758375,0.0,0.0,0.0,0.0,0,2,,,0.0,1,1,19,19,1,1,19, Reconnaissance ,1,1.0, ICMP,289.6582871865833,3.0,night,44.0,
10.40.85.30,0.0,10.40.85.1,0.0,arp,CON,30.985682,184,112,0,0,0,0,-,35.62936,21.687437,4,4,0,0,0,0,46,28,0,0,15492.28,15492.288,1421931320.0,1421931351.0,15492.328,15492.328,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2,2,2,2,2,2,2,unknown,0,0.0,unknown,9.552799257103562,12.0,morning,31.0,
,,,,udp,INT,9e-06,168,0,254,0,0,0,-,74666664.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,,,0.009,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,6,1,1,2,1,1,1,Reconnaissance,1,,,111111.1072,,,,99190.0
,,,,tcp,FIN,0.724822,9796,1806,62,252,9,8,smtp,103617.1641,18939.82227,24,20,255,255,714661249,1318119563,408,90,0,0,1702.518532,46.517234,,,31.514001,37.543,0.053693,0.007186,0.046507,0,1,0.0,0.0,0.0,1,1,1,1,1,1,1,Exploits,1,,,59.324911,,,,116587.0
,,,,udp,INT,1.1e-05,114,0,254,0,0,0,dns,41454544.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,,,0.011,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,18,18,7,7,7,3,7,Generic,1,,,90909.0902,,,,59510.0
,,,,tcp,FIN,0.503812,534,268,254,252,2,1,-,7637.769531,3556.882324,10,6,255,255,2558959142,995586548,53,45,0,0,3181.434512,114.765594,,,53.656889,74.191,0.202731,0.132849,0.069882,0,1,0.0,0.0,0.0,3,3,1,1,1,1,3,Fuzzers,1,,,29.77301,,,,142833.0
,,,,udp,INT,2e-06,114,0,254,0,0,0,dns,228000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,,,0.002,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,4,4,4,5,4,4,4,Generic,1,,,500000.0013,,,,64121.0
,,,,unas,INT,8e-06,200,0,254,0,0,0,-,100000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,,,0.008,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,7,7,2,5,2,2,7,Backdoor,1,,,125000.0003,,,,48005.0
,,,,udp,INT,6e-06,114,0,254,0,0,0,dns,76000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,,,0.006,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,32,32,16,16,16,16,32,Generic,1,,,166666.6608,,,,125803.0
,,,,tcp,FIN,0.022139,1540,1644,31,29,4,4,-,521794.125,561181.625,16,18,255,255,468285735,476305705,96,91,0,0,102.119032,2.40315,,,1.402667,1.274177,0.000599,0.000475,0.000124,0,0,0.0,0.0,0.0,3,4,1,2,1,1,1,Normal,0,,,1490.582246,,,,34138.0
,,,,unas,INT,3e-06,200,0,254,0,0,0,-,266666656.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,,,0.003,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,9,9,3,9,3,3,10,Fuzzers,1,,,333333.3215,,,,4289.0
175.45.176.3,0.0,149.171.126.19,0.0,unas,INT,8e-06,200,0,254,0,0,0,-,100000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424230313.0,1424230313.0,0.008,0.0,0.0,0.0,0.0,0,2,,,0.0,5,5,3,3,3,3,5,Exploits,1,1.0,SMB,24996875.390576176,3.0,night,0.0,
,,,,tcp,FIN,1.79909,364,804,62,252,1,2,ftp-data,1418.494873,3130.471436,8,8,255,255,690591873,495000797,46,101,0,0,19310.49286,545.344,,,256.895134,288.266,0.117347,0.069492,0.047855,0,1,0.0,0.0,0.0,1,1,3,2,1,1,2,Exploits,1,,,8.337548,,,,52681.0
,,,,sm,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,,,0.009,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,6,6,2,4,2,2,6,Exploits,1,,,111111.1072,,,,125727.0
,,,,unas,INT,4e-06,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,,,0.004,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,5,5,3,5,3,3,5,Exploits,1,,,250000.0006,,,,166312.0
,,,,ipv6-opts,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,,,0.009,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,3,3,2,3,1,1,4,Exploits,1,,,111111.1072,,,,70414.0
,,,,tcp,FIN,1.618011,994,846,254,252,3,2,-,4509.240234,3767.588623,12,10,255,255,2165776806,2172438726,83,85,0,0,8691.38818,270.955281,,,146.97946,166.323,0.198742,0.121099,0.077643,0,1,0.0,0.0,0.0,3,1,1,2,1,1,1,Fuzzers,1,,,12.978898,,,,96009.0
,,,,udp,INT,9e-06,114,0,254,0,0,0,dns,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,,,0.009,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,16,16,6,6,6,6,16,Generic,1,,,111111.1072,,,,133445.0
,,,,udp,CON,0.000944,130,162,31,29,0,0,dns,550847.4375,686440.6875,2,2,0,0,0,0,65,81,0,0,0.0,0.0,,,0.007,0.002,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2,1,1,3,1,1,1,Normal,0,,,3177.966006,,,,35099.0
,,,,aes-sp3-d,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,,,0.009,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,5,5,1,1,1,1,5,Exploits,1,,,111111.1072,,,,109648.0
,,,,unas,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,,,0.009,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,4,4,3,3,2,2,6,Exploits,1,,,111111.1072,,,,93577.0
,,,,tcp,FIN,1.298796,24762,3786,254,252,18,13,-,148894.8125,22543.95508,42,30,255,255,2589047726,2363727389,590,126,0,0,1738.236842,51.32952,,,31.677951,43.551379,0.051818,0.007099,0.044719,0,1,0.0,0.0,0.0,1,1,1,1,1,1,1,Exploits,1,,,54.666011,,,,65645.0
,,,,tcp,FIN,0.380899,1232,268,254,252,2,1,http,23292.26367,4704.65918,10,6,255,255,4198207591,373813959,123,45,1,0,2192.078641,101.568125,,,40.481111,61.376,0.151962,0.074016,0.077946,0,1,1.0,0.0,0.0,1,1,1,1,1,1,1,Reconnaissance,1,,,39.380517,,,,118289.0
,,,,tcp,FIN,1.056951,574,354,254,252,2,1,-,3913.142334,2346.371582,10,8,255,255,4158642464,3798995790,57,44,0,0,6082.416218,261.763203,,,117.335778,125.277141,0.305724,0.180003,0.125721,0,1,0.0,0.0,0.0,8,5,1,2,1,1,5,Fuzzers,1,,,16.083999,,,,48976.0
,,,,tcp,FIN,0.066003,4862,79882,31,29,7,36,-,582397.75,9569747.0,84,86,255,255,3082090203,3083587728,58,929,0,0,46.00233,45.036294,,,0.791169,0.769624,0.000717,0.000584,0.000133,0,0,0.0,0.0,0.0,4,3,2,2,1,1,1,Normal,0,,,2560.489588,,,,38634.0
,,,,udp,INT,5e-06,114,0,254,0,0,0,dns,91200000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,,,0.005,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,28,28,18,17,17,17,28,Generic,1,,,200000.0051,,,,172979.0
